Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
Restaurant or Food Service,TACO TIME,"1850, 8882 - 170 STREET NW",007372998-001,Issued,,"Jan 18, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,OPA! OF GREECE,"1851, 8882 - 170 STREET NW",232903022-002,Issued,,"Jan 04, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,ORLEANS BBQ CHICKEN,"1852, 8882 - 170 STREET NW",172419343-002,Issued,,"Jun 17, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,MCDONALD'S RESTAURANTS OF CANADA LTD,18521 - STONY PLAIN ROAD NW,267180378-002,Issued,,"Dec 04, 2023",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
Restaurant or Food Service,ORANGE JULIUS,"1853, 8882 - 170 STREET NW",232809094-002,Issued,,"Dec 14, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,TIM HORTONS,18531 - STONY PLAIN ROAD NW,050723451-001,Issued,,"Jan 06, 2024",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
Restaurant or Food Service,EDO JAPAN,18551 - STONY PLAIN ROAD NW,294268238-002,Issued,,"Jan 21, 2025",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
Restaurant or Food Service,DONAIR AND SHAWARMA HOUSE,18555 - STONY PLAIN ROAD NW,405234684-002,Issued,,"Sep 22, 2023",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BARBURRITO,18559 - STONY PLAIN ROAD NW,443824386-002,Issued,,"Dec 21, 2023",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
Restaurant or Food Service,K F C,"1856, 8882 - 170 STREET NW",007262185-001,Issued,,"Jan 22, 2025",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,SUBWAY,18567 - STONY PLAIN ROAD NW,097990683-001,Issued,,"Nov 30, 2023",,4400,Place LaRue,Nakota Isga,53.539589,-113.643750,"(53.53958904885514, -113.64375006930685)",1,POINT (-113.64375006930685 53.53958904885514)
Restaurant or Food Service,SUBWAY #51161,"1858, 8882 - 170 STREET NW",113179114-001,Issued,,"Aug 25, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,CEDARS BAKERY,"1860, 8882 - 170 STREET NW",422087851-002,Issued,,"Mar 07, 2025",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,EDO JAPAN,"1862, 8882 - 170 STREET NW",043801750-001,Issued,,"Jan 26, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,PRIMETIME DONAIR & POUTINE,"1863, 8882 - 170 STREET NW",422192348-002,Issued,,"Feb 22, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,THAI EXPRESS,"1866, 8882 - 170 STREET NW",259487264-002,Issued,,"Nov 19, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,MYE'S RIBS,"1868, 8882 - 170 STREET NW",386099045-002,Issued,,"May 30, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Alcohol Sales (Consumption Off-Premises),LIQUOR DEPOT AT BONNIE DOON,"187, 1 - BONNIE DOON SHOPPING CENTRE NW",007258763-002,Issued,,"Sep 22, 2023",French Quarter and Area,6040,Bonnie Doon,Métis,53.520986,-113.457139,"(53.52098601597876, -113.45713941318525)",1,POINT (-113.45713941318525 53.52098601597876)
Restaurant or Food Service,NEW YORK FRIES #3330,"1870, 8882 - 170 STREET NW",007339451-002,Issued,,"Jan 09, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,DAIRY QUEEN,"1872, 8882 - 170 STREET NW",132161816-001,Issued,,"Dec 17, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,A & W,"1874, 8882 - 170 STREET NW",343240802-002,Issued,,"Nov 05, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,WEM EXPLORE INDIA LTD.,"1875, 8882 - 170 STREET NW",425965467-002,Issued,,"May 09, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,CREPEWORKS,"1878, 8882 - 170 STREET NW",188051646-002,Issued,,"May 14, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Cannabis Retail Sales,CANNABIS STATION,"187A, 1 - BONNIE DOON SHOPPING CENTRE NW",397216964-002,Issued,,"Jun 14, 2024",French Quarter and Area,6040,Bonnie Doon,Métis,53.520986,-113.457139,"(53.52098601597876, -113.45713941318525)",1,POINT (-113.45713941318525 53.52098601597876)
Restaurant or Food Service,SECOND CUP,"1890, 8882 - 170 STREET NW",228044568-002,Issued,,"Nov 03, 2023",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
Restaurant or Food Service,87 PIZZA & DONAIR,18914 - 87 AVENUE NW,265085082-002,Issued,,"Nov 07, 2023",,4040,Belmead,Nakota Isga,53.521769,-113.650167,"(53.521769050661945, -113.65016707385335)",1,POINT (-113.65016707385335 53.521769050661945)
Alcohol Sales (Consumption Off-Premises),PARKWEST LIQUOR LOFT,18916 - 87 AVENUE NW,007449885-001,Issued,,"Dec 31, 2023",,4040,Belmead,Nakota Isga,53.521769,-113.650167,"(53.521769050661945, -113.65016707385335)",1,POINT (-113.65016707385335 53.521769050661945)
Cannabis Retail Sales,CANNABIS HOUSE,18920 - 87 AVENUE NW,375621204-002,Issued,,"Oct 20, 2023",,4040,Belmead,Nakota Isga,53.521769,-113.650167,"(53.521769050661945, -113.65016707385335)",1,POINT (-113.65016707385335 53.521769050661945)
Restaurant or Food Service,URBAN PLANT CAFE,"18A, 9261 - 34 AVENUE NW",183950169-004,Issued,,"Aug 13, 2024",,6570,Parsons Industrial,Karhiio,53.464907,-113.474226,"(53.46490703309005, -113.47422613220635)",1,POINT (-113.47422613220635 53.46490703309005)
Alcohol Sales (Consumption Off-Premises),MILLBOURNE LIQUOR STORE LTD,"190, 1 - MILLBOURNE SHOPPING CENTRE NW",007437106-001,Issued,,"Jan 10, 2024",,6400,Lee Ridge,Karhiio,53.468828,-113.445071,"(53.46882752195891, -113.44507055840414)",1,POINT (-113.44507055840414 53.46882752195891)
Alcohol Sales (Consumption Off-Premises),GLENORA FINE WINES AND SPIRITS,"190, 14101 - WEST BLOCK DRIVE NW",350313870-002,Issued,,"Jan 23, 2024",Stony Plain Road and Area,3200,Glenora,Nakota Isga,53.543513,-113.564735,"(53.54351303921567, -113.56473458565324)",1,POINT (-113.56473458565324 53.54351303921567)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",MIKADO RESTAURANT,1903 - 98 STREET NW,037986033-001,Issued,,"Mar 11, 2024",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Participant Recreation Service",WINDERMERE GOLF AND COUNTRY CLUB,19110 - ELLERSLIE ROAD SW,007466993-001,Issued,,"Dec 31, 2023",,5405,River Valley Windermere,pihêsiwin,53.429195,-113.646198,"(53.42919505562476, -113.6461981056808)",1,POINT (-113.6461981056808 53.42919505562476)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",AC PUB,1915 - 105 STREET NW,171265717-002,Issued,,"Sep 28, 2023",,5250,Keheewin,Ipiihkoohkanipiaohtsi,53.448482,-113.500457,"(53.44848203717645, -113.50045663180701)",1,POINT (-113.50045663180701 53.44848203717645)
Restaurant or Food Service,MEET FRESH,1915 - 98 STREET NW,449603607-002,Issued,,"Nov 17, 2023",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
Restaurant or Food Service,MARBLE SLAB CREAMERY,1919 - 98 STREET NW,041672335-001,Issued,,"Aug 25, 2024",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
Restaurant or Food Service,BOOSTER JUICE,192 - MANNING CROSSING NW,072097024-001,Issued,,"Nov 06, 2023",,2720,York,Dene,53.600276,-113.423304,"(53.60027601904631, -113.42330409830078)",1,POINT (-113.42330409830078 53.60027601904631)
Restaurant or Food Service,THAI EXPRESS,1921 - 98 STREET NW,182296841-007,Issued,,"May 15, 2024",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
Restaurant or Food Service,PITA PIT,1929 - 98 STREET NW,128182558-001,Issued,,"Nov 13, 2024",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
Restaurant or Food Service,QUIZNOS,1931 - 98 STREET NW,183136873-002,Issued,,"Feb 19, 2025",,6195,South Edmonton Common,Karhiio,53.448788,-113.482281,"(53.44878803500106, -113.4822811357734)",1,POINT (-113.4822811357734 53.44878803500106)
Cannabis Retail Sales,VALUE BUDS AT THE MEADOWS,1938 - 38 AVENUE NW,286544646-007,Issued,,"Nov 25, 2023",,6390,Larkspur,Sspomitapi,53.478362,-113.373732,"(53.47836202036649, -113.37373215026071)",1,POINT (-113.37373215026071 53.47836202036649)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CACTUS CLUB CAFE,"1953, 8882 - 170 STREET NW",084255102-001,Issued,,"May 01, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",LUX STEAKHOUSE & BAR,"196, 10155 - 102 STREET NW",007435165-002,Issued,,"Dec 31, 2023",Downtown,1090,Downtown,O-day'min,53.541740,-113.494737,"(53.541740030990674, -113.49473710192449)",1,POINT (-113.49473710192449 53.541740030990674)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",SHELL CANADA,1968 - MILL WOODS ROAD NW,275112541-002,Issued,,"Feb 29, 2024",,6680,Satoo,Karhiio,53.448851,-113.450831,"(53.44885103126545, -113.45083064279643)",1,POINT (-113.45083064279643 53.44885103126545)
Cannabis Retail Sales,VALUE BUDS AT HAMPTONS,19908 - LESSARD ROAD NW,393967990-002,Issued,,"May 19, 2023",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Restaurant or Food Service,OODLE NOODLE,19912 - LESSARD ROAD NW,369135304-002,Issued,,"Sep 21, 2023",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CHEFS BUTTER CHICKEN,19926 - LESSARD ROAD NW,358089766-002,Issued,,"May 03, 2023",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Restaurant or Food Service,LAW COURT CAFETERIA #63002,"A, 1 - SIR WINSTON CHURCHILL SQUARE NW",007442737-001,Issued,,"Jan 10, 2024",Downtown,1090,Downtown,O-day'min,53.545358,-113.490179,"(53.54535803023542, -113.49017860173329)",1,POINT (-113.49017860173329 53.54535803023542)
Cannabis Retail Sales,DOWNTOWN 420,"1B, 10020 - JASPER AVENUE NW",345820954-006,Issued,,"May 30, 2023",Downtown,1090,Downtown,O-day'min,53.541425,-113.491493,"(53.5414250306233, -113.49149260275735)",1,POINT (-113.49149260275735 53.5414250306233)
Alcohol Sales (Consumption Off-Premises),DOWNTOWN LIQUOR,"1C, 10020 - JASPER AVENUE NW",254940643-002,Issued,,"Sep 13, 2023",Downtown,1090,Downtown,O-day'min,53.541425,-113.491493,"(53.5414250306233, -113.49149260275735)",1,POINT (-113.49149260275735 53.5414250306233)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PRAIRIE CATERING,2 - SIR WINSTON CHURCHILL SQUARE NW,395409673-002,Issued,,"Jun 27, 2023",Downtown,1090,Downtown,O-day'min,53.544917,-113.488559,"(53.544917030068696, -113.48855860224434)",1,POINT (-113.48855860224434 53.544917030068696)
"Restaurant or Food Service, Food Processing / Catering Service",BOOCHA,"2, 10023 - 81 AVENUE NW",370235597-002,Issued,,"Nov 25, 2023",Old Strathcona,6610,Ritchie,papastew,53.516792,-113.489706,"(53.516792031862515, -113.48970611140827)",1,POINT (-113.48970611140827 53.516792031862515)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",THE CAVERN,"2, 10169 - 104 STREET NW",295473649-002,Issued,,"Oct 25, 2023",Downtown,1090,Downtown,O-day'min,53.542424,-113.498711,"(53.54242403142304, -113.49871060080453)",1,POINT (-113.49871060080453 53.54242403142304)
Restaurant or Food Service,BLOOM COOKIE CO,"2, 10350 - 124 STREET NW",284502573-002,Issued,,"Nov 28, 2023",124 Street and Area,3440,Westmount,O-day'min,53.545952,-113.536403,"(53.54595203570026, -113.53640259117708)",1,POINT (-113.53640259117708 53.54595203570026)
Restaurant or Food Service,2290643 ALBERTA LTD.,"2, 1109 - SUMMERSIDE DRIVE SW",392531884-002,Issued,,"May 06, 2023",,6213,Summerside,Karhiio,53.423921,-113.462193,"(53.423921034093475, -113.46219314854423)",1,POINT (-113.46219314854423 53.423921034093475)
Restaurant or Food Service,BOARDWALK BURGERS,"2, 13750 - 50 STREET NW",270753976-055,Issued,,"Jul 30, 2023",,2145,Clareview Town Centre,Dene,53.598566,-113.414493,"(53.598566018098445, -113.41449310085639)",1,POINT (-113.41449310085639 53.598566018098445)
Restaurant or Food Service,TIM HORTONS #9405,"2, 16951 - 109 AVENUE NW",352973656-002,Renewal Notice,,"Mar 29, 2023",,4660,Youngstown Industrial,Nakota Isga,53.555501,-113.613911,"(53.555501044369606, -113.61391057062957)",1,POINT (-113.61391057062957 53.555501044369606)
Restaurant or Food Service,WENDY'S,"2, 1850 - 102 STREET NW",172766256-002,Issued,,"Aug 31, 2023",,6195,South Edmonton Common,Karhiio,53.446196,-113.491367,"(53.44619603623294, -113.49136663460271)",1,POINT (-113.49136663460271 53.44619603623294)
Restaurant or Food Service,TOP DONAIR,"2, 3779 - 17 STREET NW",446345737-002,Issued,,"Nov 09, 2023",,6443,Tamarack,Sspomitapi,53.475896,-113.366807,"(53.475896019691675, -113.36680665263808)",1,POINT (-113.36680665263808 53.475896019691675)
Restaurant or Food Service,MARY'S FOODS,"2, 4819 - 118 AVENUE NW",433740341-002,Issued,,"Jul 26, 2023",Beverly,2100,Beverly Heights,Métis,53.570099,-113.416523,"(53.57009902001721, -113.41652260996426)",1,POINT (-113.41652260996426 53.57009902001721)
Restaurant or Food Service,GRILL N GO,"2, 4819 - 118 AVENUE NW",369634425-002,Issued,,"Jun 01, 2023",Beverly,2100,Beverly Heights,Métis,53.570099,-113.416523,"(53.57009902001721, -113.41652260996426)",1,POINT (-113.41652260996426 53.57009902001721)
Restaurant or Food Service,REMEDY CAFE,"2, 5015 - 111 STREET NW",259998431-002,Issued,,"Aug 17, 2024",,5170,Empire Park,papastew,53.485787,-113.513412,"(53.48578703650941, -113.51341211646458)",1,POINT (-113.51341211646458 53.48578703650941)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",COUNTRY COCO,"2, 9261 - 34 AVENUE NW",427845893-002,Issued,,"Jun 08, 2023",,6570,Parsons Industrial,Karhiio,53.464907,-113.474226,"(53.46490703309005, -113.47422613220635)",1,POINT (-113.47422613220635 53.46490703309005)
Cannabis Retail Sales,SPIRITLEAF,"20, 13750 - 50 STREET NW",285848948-003,Issued,,"Sep 25, 2023",,2145,Clareview Town Centre,Dene,53.598566,-113.414493,"(53.598566018098445, -113.41449310085639)",1,POINT (-113.41449310085639 53.598566018098445)
Restaurant or Food Service,HAYLE & BAGAAG INC.,"20A, 3914 - 118 AVENUE NW",422564030-002,Issued,,"Jun 19, 2023",Beverly,2040,Beacon Heights,Métis,53.570426,-113.402199,"(53.5704263139932, -113.4021989195511)",1,POINT (-113.4021989195511 53.5704263139932)
Restaurant or Food Service,PIZZA & PASTA EXPRESS,"20, 9777 - 102 AVENUE NW",175092438-002,Issued,,"Jul 15, 2023",Downtown,1090,Downtown,O-day'min,53.543405,-113.486849,"(53.54340502995436, -113.48684860313467)",1,POINT (-113.48684860313467 53.54340502995436)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PUR & SIMPLE - KINGSWAY,"2001, 1 - KINGSWAY GARDEN MALL NW",385784813-002,Issued,,"Apr 15, 2023",Kingsway,1230,Spruce Avenue,O-day'min,53.562305,-113.505555,"(53.56230503106817, -113.50555509259978)",1,POINT (-113.50555509259978 53.56230503106817)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",MAC'S CIRCLE K,20010 - LESSARD ROAD NW,262819770-002,Issued,,"Oct 24, 2024",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Restaurant or Food Service,BOBOBOY,20013 - LESSARD ROAD NW,441526216-002,Issued,,"Oct 05, 2023",,4462,Edgemont,sipiwiyiniwak,53.476337,-113.672325,"(53.47633705596129, -113.6723250841229)",1,POINT (-113.6723250841229 53.47633705596129)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",NV 199 RESTAURANT AND BAR,20015 - LESSARD ROAD NW,430312069-002,Issued,,"Sep 22, 2023",,4462,Edgemont,sipiwiyiniwak,53.476337,-113.672325,"(53.47633705596129, -113.6723250841229)",1,POINT (-113.6723250841229 53.47633705596129)
Restaurant or Food Service,SPICE N RICE,20020 - LESSARD ROAD NW,361299582-002,Issued,,"Jun 17, 2023",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Restaurant or Food Service,ROYAL PIZZA,20024 - LESSARD ROAD NW,283335830-002,Issued,,"Jun 21, 2024",,4461,The Hamptons,sipiwiyiniwak,53.478092,-113.673473,"(53.478092055994935, -113.67347258328027)",1,POINT (-113.67347258328027 53.478092055994935)
Restaurant or Food Service,PANAGO PIZZA,20031 - LESSARD ROAD NW,390179971-002,Issued,,"May 11, 2023",,4462,Edgemont,sipiwiyiniwak,53.476337,-113.672325,"(53.47633705596129, -113.6723250841229)",1,POINT (-113.6723250841229 53.47633705596129)
